STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00295084,"LOS ALAMOS, NM US",6/15/1982,76,49,52
USC00295084,"LOS ALAMOS, NM US",6/16/1982,76,49,57
USC00295084,"LOS ALAMOS, NM US",6/17/1982,80,51,57
USC00295084,"LOS ALAMOS, NM US",6/18/1982,78,55,56
USC00295084,"LOS ALAMOS, NM US",6/19/1982,74,48,52
USC00295084,"LOS ALAMOS, NM US",6/20/1982,71,47,48
USC00295084,"LOS ALAMOS, NM US",6/21/1982,75,45,54
USC00295084,"LOS ALAMOS, NM US",6/22/1982,79,48,60
USC00295084,"LOS ALAMOS, NM US",6/23/1982,85,50,60
USC00295084,"LOS ALAMOS, NM US",6/24/1982,86,51,62
USC00295084,"LOS ALAMOS, NM US",6/25/1982,83,58,66
USC00295084,"LOS ALAMOS, NM US",6/26/1982,85,54,63
USC00295084,"LOS ALAMOS, NM US",6/27/1982,85,52,63
USC00295084,"LOS ALAMOS, NM US",6/28/1982,87,57,65
USC00295084,"LOS ALAMOS, NM US",6/29/1982,87,55,61
USC00295084,"LOS ALAMOS, NM US",6/30/1982,79,56,56
USC00295084,"LOS ALAMOS, NM US",7/1/1982,82,51,62
USC00295084,"LOS ALAMOS, NM US",7/2/1982,82,52,63
USC00295084,"LOS ALAMOS, NM US",7/3/1982,86,53,64
USC00295084,"LOS ALAMOS, NM US",7/4/1982,83,58,66
USC00295084,"LOS ALAMOS, NM US",7/5/1982,78,58,60
USC00295084,"LOS ALAMOS, NM US",7/6/1982,79,55,54
USC00295084,"LOS ALAMOS, NM US",7/7/1982,83,55,62
USC00295084,"LOS ALAMOS, NM US",7/8/1982,84,54,65
USC00295084,"LOS ALAMOS, NM US",7/9/1982,84,52,59
USC00295084,"LOS ALAMOS, NM US",7/10/1982,84,54,61
USC00295084,"LOS ALAMOS, NM US",7/11/1982,75,53,52
USC00295084,"LOS ALAMOS, NM US",7/12/1982,80,53,61
USC00295084,"LOS ALAMOS, NM US",7/13/1982,83,53,62
USC00295084,"LOS ALAMOS, NM US",7/14/1982,85,53,62
USC00295084,"LOS ALAMOS, NM US",7/15/1982,87,57,68
USC00295084,"LOS ALAMOS, NM US",7/16/1982,83,61,61
USC00295084,"LOS ALAMOS, NM US",7/17/1982,84,55,60
USC00295084,"LOS ALAMOS, NM US",7/18/1982,80,54,58
USC00295084,"LOS ALAMOS, NM US",7/19/1982,82,52,57
USC00295084,"LOS ALAMOS, NM US",7/20/1982,81,54,62
USC00295084,"LOS ALAMOS, NM US",7/21/1982,90,58,62
USC00295084,"LOS ALAMOS, NM US",7/22/1982,88,59,64
USC00295084,"LOS ALAMOS, NM US",7/23/1982,87,55,63
USC00295084,"LOS ALAMOS, NM US",7/24/1982,85,59,62
USC00295084,"LOS ALAMOS, NM US",7/25/1982,86,59,66
USC00295084,"LOS ALAMOS, NM US",7/26/1982,85,59,60
USC00295084,"LOS ALAMOS, NM US",7/27/1982,81,60,58
USC00295084,"LOS ALAMOS, NM US",7/28/1982,72,54,58
USC00295084,"LOS ALAMOS, NM US",7/29/1982,70,56,57
USC00295084,"LOS ALAMOS, NM US",7/30/1982,70,55,57
USC00295084,"LOS ALAMOS, NM US",7/31/1982,77,54,58
USC00295084,"LOS ALAMOS, NM US",8/1/1982,81,53,62
USC00295084,"LOS ALAMOS, NM US",8/2/1982,79,56,60
USC00295084,"LOS ALAMOS, NM US",8/3/1982,75,56,56
USC00295084,"LOS ALAMOS, NM US",8/4/1982,81,52,59
USC00295084,"LOS ALAMOS, NM US",8/5/1982,84,56,62
USC00295084,"LOS ALAMOS, NM US",8/6/1982,83,56,62
USC00295084,"LOS ALAMOS, NM US",8/7/1982,79,57,58
USC00295084,"LOS ALAMOS, NM US",8/8/1982,81,52,58
USC00295084,"LOS ALAMOS, NM US",8/9/1982,83,52,60
USC00295084,"LOS ALAMOS, NM US",8/10/1982,86,54,59
USC00295084,"LOS ALAMOS, NM US",8/11/1982,80,54,60
USC00295084,"LOS ALAMOS, NM US",8/12/1982,84,56,58
USC00295084,"LOS ALAMOS, NM US",8/13/1982,83,55,57
USC00295084,"LOS ALAMOS, NM US",8/14/1982,76,54,64
USC00295084,"LOS ALAMOS, NM US",8/15/1982,86,56,58
USC00295084,"LOS ALAMOS, NM US",8/16/1982,86,53,58
USC00295084,"LOS ALAMOS, NM US",8/17/1982,82,55,57
USC00295084,"LOS ALAMOS, NM US",8/18/1982,80,54,60
USC00295084,"LOS ALAMOS, NM US",8/19/1982,81,56,62
USC00295084,"LOS ALAMOS, NM US",8/20/1982,84,58,60
USC00295084,"LOS ALAMOS, NM US",8/21/1982,97,54,54
USC00295084,"LOS ALAMOS, NM US",8/22/1982,71,55,62
USC00295084,"LOS ALAMOS, NM US",8/23/1982,73,60,56
USC00295084,"LOS ALAMOS, NM US",8/24/1982,75,53,56
USC00295084,"LOS ALAMOS, NM US",8/25/1982,69,53,54
USC00295084,"LOS ALAMOS, NM US",8/26/1982,71,52,56
USC00295084,"LOS ALAMOS, NM US",8/27/1982,74,51,55
USC00295084,"LOS ALAMOS, NM US",8/28/1982,76,52,54
USC00295084,"LOS ALAMOS, NM US",8/29/1982,75,51,62
USC00295084,"LOS ALAMOS, NM US",8/30/1982,77,52,54
USC00295084,"LOS ALAMOS, NM US",8/31/1982,77,50,64
USC00295084,"LOS ALAMOS, NM US",9/1/1982,84,54,60
USC00295084,"LOS ALAMOS, NM US",9/2/1982,84,60,58
USC00295084,"LOS ALAMOS, NM US",9/3/1982,79,54,57
USC00295084,"LOS ALAMOS, NM US",9/4/1982,81,52,55
USC00295084,"LOS ALAMOS, NM US",9/5/1982,74,48,54
USC00295084,"LOS ALAMOS, NM US",9/6/1982,75,48,53
USC00295084,"LOS ALAMOS, NM US",9/7/1982,73,50,52
USC00295084,"LOS ALAMOS, NM US",9/8/1982,73,47,53
USC00295084,"LOS ALAMOS, NM US",9/9/1982,71,52,54
USC00295084,"LOS ALAMOS, NM US",9/10/1982,73,50,51
USC00295084,"LOS ALAMOS, NM US",9/11/1982,63,46,46
USC00295084,"LOS ALAMOS, NM US",9/12/1982,58,42,42
USC00295084,"LOS ALAMOS, NM US",9/13/1982,63,40,47
USC00295084,"LOS ALAMOS, NM US",9/14/1982,66,42,48
USC00295084,"LOS ALAMOS, NM US",9/15/1982,65,47,56
USC00295084,"LOS ALAMOS, NM US",9/16/1982,74,49,55
USC00295084,"LOS ALAMOS, NM US",9/17/1982,68,48,60
USC00295084,"LOS ALAMOS, NM US",9/18/1982,56,45,50
USC00295084,"LOS ALAMOS, NM US",9/19/1982,67,42,60
USC00295084,"LOS ALAMOS, NM US",9/20/1982,58,44,54
USC00295084,"LOS ALAMOS, NM US",9/21/1982,66,44,52
USC00295084,"LOS ALAMOS, NM US",9/22/1982,72,44,52
USC00295084,"LOS ALAMOS, NM US",9/23/1982,78,50,60
USC00295084,"LOS ALAMOS, NM US",9/24/1982,75,50,52
USC00295084,"LOS ALAMOS, NM US",9/25/1982,73,48,60
USC00295084,"LOS ALAMOS, NM US",9/26/1982,75,55,60
USC00295084,"LOS ALAMOS, NM US",9/27/1982,68,51,45
USC00295084,"LOS ALAMOS, NM US",9/28/1982,59,42,42
USC00295084,"LOS ALAMOS, NM US",9/29/1982,65,34,51
USC00295084,"LOS ALAMOS, NM US",9/30/1982,59,50,50
USC00295084,"LOS ALAMOS, NM US",10/1/1982,65,42,44
USC00295084,"LOS ALAMOS, NM US",10/2/1982,66,34,41
USC00295084,"LOS ALAMOS, NM US",10/3/1982,69,36,53
USC00295084,"LOS ALAMOS, NM US",10/4/1982,72,42,52
USC00295084,"LOS ALAMOS, NM US",10/5/1982,71,43,48
USC00295084,"LOS ALAMOS, NM US",10/6/1982,67,32,43
USC00295084,"LOS ALAMOS, NM US",10/7/1982,70,39,53
USC00295084,"LOS ALAMOS, NM US",10/8/1982,50,36,33
USC00295084,"LOS ALAMOS, NM US",10/9/1982,49,27,32
USC00295084,"LOS ALAMOS, NM US",10/10/1982,51,25,33
USC00295084,"LOS ALAMOS, NM US",10/11/1982,49,29,32
USC00295084,"LOS ALAMOS, NM US",10/12/1982,44,30,29
USC00295084,"LOS ALAMOS, NM US",10/13/1982,49,27,35
USC00295084,"LOS ALAMOS, NM US",10/14/1982,56,30,39
USC00295084,"LOS ALAMOS, NM US",10/15/1982,64,34,47
USC00295084,"LOS ALAMOS, NM US",10/16/1982,64,42,42
USC00295084,"LOS ALAMOS, NM US",10/17/1982,63,35,44
USC00295084,"LOS ALAMOS, NM US",10/18/1982,68,36,44
USC00295084,"LOS ALAMOS, NM US",10/19/1982,62,38,34
USC00295084,"LOS ALAMOS, NM US",10/20/1982,55,30,37
USC00295084,"LOS ALAMOS, NM US",10/21/1982,63,33,40
USC00295084,"LOS ALAMOS, NM US",10/22/1982,61,33,41
USC00295084,"LOS ALAMOS, NM US",10/23/1982,66,36,42
USC00295084,"LOS ALAMOS, NM US",10/24/1982,69,38,52
USC00295084,"LOS ALAMOS, NM US",10/25/1982,66,45,44
USC00295084,"LOS ALAMOS, NM US",10/26/1982,57,40,48
USC00295084,"LOS ALAMOS, NM US",10/27/1982,50,29,29
USC00295084,"LOS ALAMOS, NM US",10/28/1982,47,21,27
USC00295084,"LOS ALAMOS, NM US",10/29/1982,54,20,34
USC00295084,"LOS ALAMOS, NM US",10/30/1982,61,32,44
USC00295084,"LOS ALAMOS, NM US",10/31/1982,58,37,36
USC00295084,"LOS ALAMOS, NM US",11/1/1982,53,30,34
USC00295084,"LOS ALAMOS, NM US",11/2/1982,43,22,22
USC00295084,"LOS ALAMOS, NM US",11/3/1982,40,18,25
USC00295084,"LOS ALAMOS, NM US",11/4/1982,53,22,32
USC00295084,"LOS ALAMOS, NM US",11/5/1982,57,28,38
USC00295084,"LOS ALAMOS, NM US",11/6/1982,59,31,36
USC00295084,"LOS ALAMOS, NM US",11/7/1982,59,32,40
USC00295084,"LOS ALAMOS, NM US",11/8/1982,57,37,38
USC00295084,"LOS ALAMOS, NM US",11/9/1982,50,39,36
USC00295084,"LOS ALAMOS, NM US",11/10/1982,53,32,40
USC00295084,"LOS ALAMOS, NM US",11/11/1982,37,28,26
USC00295084,"LOS ALAMOS, NM US",11/12/1982,43,19,28
USC00295084,"LOS ALAMOS, NM US",11/13/1982,48,22,30
USC00295084,"LOS ALAMOS, NM US",11/14/1982,44,25,24
USC00295084,"LOS ALAMOS, NM US",11/15/1982,48,20,28
USC00295084,"LOS ALAMOS, NM US",11/16/1982,41,30,26
USC00295084,"LOS ALAMOS, NM US",11/17/1982,49,28,38
USC00295084,"LOS ALAMOS, NM US",11/18/1982,48,34,36
USC00295084,"LOS ALAMOS, NM US",11/19/1982,48,35,35
USC00295084,"LOS ALAMOS, NM US",11/20/1982,42,30,34
USC00295084,"LOS ALAMOS, NM US",11/21/1982,46,28,35
USC00295084,"LOS ALAMOS, NM US",11/22/1982,50,26,30
USC00295084,"LOS ALAMOS, NM US",11/23/1982,39,22,22
USC00295084,"LOS ALAMOS, NM US",11/24/1982,26,20,20
USC00295084,"LOS ALAMOS, NM US",11/25/1982,43,20,30
USC00295084,"LOS ALAMOS, NM US",11/26/1982,40,28,28
USC00295084,"LOS ALAMOS, NM US",11/27/1982,34,28,25
USC00295084,"LOS ALAMOS, NM US",11/28/1982,40,22,30
USC00295084,"LOS ALAMOS, NM US",11/29/1982,43,27,34
USC00295084,"LOS ALAMOS, NM US",11/30/1982,38,27,34
USC00295084,"LOS ALAMOS, NM US",12/1/1982,32,27,24
USC00295084,"LOS ALAMOS, NM US",12/2/1982,35,19,22
USC00295084,"LOS ALAMOS, NM US",12/3/1982,38,14,21
USC00295084,"LOS ALAMOS, NM US",12/4/1982,45,20,25
USC00295084,"LOS ALAMOS, NM US",12/5/1982,45,25,23
USC00295084,"LOS ALAMOS, NM US",12/6/1982,46,21,26
USC00295084,"LOS ALAMOS, NM US",12/7/1982,42,22,24
USC00295084,"LOS ALAMOS, NM US",12/8/1982,33,23,30
USC00295084,"LOS ALAMOS, NM US",12/9/1982,32,30,27
USC00295084,"LOS ALAMOS, NM US",12/10/1982,36,25,25
USC00295084,"LOS ALAMOS, NM US",12/11/1982,32,22,22
USC00295084,"LOS ALAMOS, NM US",12/12/1982,38,17,
USC00295084,"LOS ALAMOS, NM US",12/13/1982,29,15,24
USC00295084,"LOS ALAMOS, NM US",12/14/1982,35,16,16
USC00295084,"LOS ALAMOS, NM US",12/15/1982,37,12,20
USC00295084,"LOS ALAMOS, NM US",12/16/1982,45,19,30
USC00295084,"LOS ALAMOS, NM US",12/17/1982,51,26,42
USC00295084,"LOS ALAMOS, NM US",12/18/1982,46,23,23
USC00295084,"LOS ALAMOS, NM US",12/19/1982,45,19,28
USC00295084,"LOS ALAMOS, NM US",12/20/1982,48,25,34
USC00295084,"LOS ALAMOS, NM US",12/21/1982,49,26,36
USC00295084,"LOS ALAMOS, NM US",12/22/1982,47,34,33
USC00295084,"LOS ALAMOS, NM US",12/23/1982,36,30,24
USC00295084,"LOS ALAMOS, NM US",12/24/1982,29,19,18
USC00295084,"LOS ALAMOS, NM US",12/25/1982,26,11,21
USC00295084,"LOS ALAMOS, NM US",12/26/1982,28,17,23
USC00295084,"LOS ALAMOS, NM US",12/27/1982,31,19,13
USC00295084,"LOS ALAMOS, NM US",12/28/1982,24,11,6
USC00295084,"LOS ALAMOS, NM US",12/29/1982,24,0,10
USC00295084,"LOS ALAMOS, NM US",12/30/1982,26,7,16
USC00295084,"LOS ALAMOS, NM US",12/31/1982,29,8,10
USC00295084,"LOS ALAMOS, NM US",1/1/1983,34,15,16
USC00295084,"LOS ALAMOS, NM US",1/2/1983,41,14,18
USC00295084,"LOS ALAMOS, NM US",1/3/1983,41,12,18
USC00295084,"LOS ALAMOS, NM US",1/4/1983,40,16,20
USC00295084,"LOS ALAMOS, NM US",1/5/1983,47,18,26
USC00295084,"LOS ALAMOS, NM US",1/6/1983,50,23,34
USC00295084,"LOS ALAMOS, NM US",1/7/1983,50,28,28
USC00295084,"LOS ALAMOS, NM US",1/8/1983,44,24,35
USC00295084,"LOS ALAMOS, NM US",1/9/1983,37,14,14
USC00295084,"LOS ALAMOS, NM US",1/10/1983,38,10,22
USC00295084,"LOS ALAMOS, NM US",1/11/1983,49,22,26
USC00295084,"LOS ALAMOS, NM US",1/12/1983,51,24,27
USC00295084,"LOS ALAMOS, NM US",1/13/1983,53,25,34
USC00295084,"LOS ALAMOS, NM US",1/14/1983,45,25,26
USC00295084,"LOS ALAMOS, NM US",1/15/1983,44,17,21
USC00295084,"LOS ALAMOS, NM US",1/16/1983,48,19,29
USC00295084,"LOS ALAMOS, NM US",1/17/1983,37,27,28
USC00295084,"LOS ALAMOS, NM US",1/18/1983,40,27,28
USC00295084,"LOS ALAMOS, NM US",1/19/1983,41,18,26
USC00295084,"LOS ALAMOS, NM US",1/20/1983,36,23,24
USC00295084,"LOS ALAMOS, NM US",1/21/1983,30,18,20
USC00295084,"LOS ALAMOS, NM US",1/22/1983,37,18,19
USC00295084,"LOS ALAMOS, NM US",1/23/1983,40,15,22
USC00295084,"LOS ALAMOS, NM US",1/24/1983,40,18,28
USC00295084,"LOS ALAMOS, NM US",1/25/1983,41,23,23
USC00295084,"LOS ALAMOS, NM US",1/26/1983,41,17,24
USC00295084,"LOS ALAMOS, NM US",1/27/1983,47,23,30
USC00295084,"LOS ALAMOS, NM US",1/28/1983,43,28,26
USC00295084,"LOS ALAMOS, NM US",1/29/1983,44,24,31
USC00295084,"LOS ALAMOS, NM US",1/30/1983,40,29,28
USC00295084,"LOS ALAMOS, NM US",1/31/1983,31,24,24
USC00295084,"LOS ALAMOS, NM US",2/1/1983,31,20,24
USC00295084,"LOS ALAMOS, NM US",2/2/1983,30,13,15
USC00295084,"LOS ALAMOS, NM US",2/3/1983,29,15,23
USC00295084,"LOS ALAMOS, NM US",2/4/1983,24,16,16
USC00295084,"LOS ALAMOS, NM US",2/5/1983,36,16,17
USC00295084,"LOS ALAMOS, NM US",2/6/1983,36,15,17
USC00295084,"LOS ALAMOS, NM US",2/7/1983,49,17,24
USC00295084,"LOS ALAMOS, NM US",2/8/1983,43,25,27
USC00295084,"LOS ALAMOS, NM US",2/9/1983,43,22,23
USC00295084,"LOS ALAMOS, NM US",2/10/1983,42,19,28
USC00295084,"LOS ALAMOS, NM US",2/11/1983,42,21,24
USC00295084,"LOS ALAMOS, NM US",2/12/1983,44,17,26
USC00295084,"LOS ALAMOS, NM US",2/13/1983,49,23,30
USC00295084,"LOS ALAMOS, NM US",2/14/1983,46,23,29
USC00295084,"LOS ALAMOS, NM US",2/15/1983,44,25,26
USC00295084,"LOS ALAMOS, NM US",2/16/1983,50,23,37
USC00295084,"LOS ALAMOS, NM US",2/17/1983,47,26,28
USC00295084,"LOS ALAMOS, NM US",2/18/1983,55,26,34
USC00295084,"LOS ALAMOS, NM US",2/19/1983,39,26,28
USC00295084,"LOS ALAMOS, NM US",2/20/1983,47,22,26
USC00295084,"LOS ALAMOS, NM US",2/21/1983,50,21,32
USC00295084,"LOS ALAMOS, NM US",2/22/1983,49,24,32
USC00295084,"LOS ALAMOS, NM US",2/23/1983,54,29,30
USC00295084,"LOS ALAMOS, NM US",2/24/1983,53,27,32
USC00295084,"LOS ALAMOS, NM US",2/25/1983,51,30,30
USC00295084,"LOS ALAMOS, NM US",2/26/1983,48,25,33
USC00295084,"LOS ALAMOS, NM US",2/27/1983,48,28,30
USC00295084,"LOS ALAMOS, NM US",2/28/1983,52,29,32
USC00295084,"LOS ALAMOS, NM US",3/1/1983,53,29,38
USC00295084,"LOS ALAMOS, NM US",3/2/1983,55,32,38
USC00295084,"LOS ALAMOS, NM US",3/3/1983,51,32,32
USC00295084,"LOS ALAMOS, NM US",3/4/1983,41,30,32
USC00295084,"LOS ALAMOS, NM US",3/5/1983,42,32,35
USC00295084,"LOS ALAMOS, NM US",3/6/1983,44,30,34
USC00295084,"LOS ALAMOS, NM US",3/7/1983,54,30,38
USC00295084,"LOS ALAMOS, NM US",3/8/1983,54,29,33
USC00295084,"LOS ALAMOS, NM US",3/9/1983,52,26,33
USC00295084,"LOS ALAMOS, NM US",3/10/1983,62,29,40
USC00295084,"LOS ALAMOS, NM US",3/11/1983,60,32,43
USC00295084,"LOS ALAMOS, NM US",3/12/1983,62,35,42
USC00295084,"LOS ALAMOS, NM US",3/13/1983,60,33,44
USC00295084,"LOS ALAMOS, NM US",3/14/1983,57,35,34
USC00295084,"LOS ALAMOS, NM US",3/15/1983,37,32,25
USC00295084,"LOS ALAMOS, NM US",3/16/1983,48,25,28
USC00295084,"LOS ALAMOS, NM US",3/17/1983,47,23,31
USC00295084,"LOS ALAMOS, NM US",3/18/1983,36,30,28
USC00295084,"LOS ALAMOS, NM US",3/19/1983,36,24,25
USC00295084,"LOS ALAMOS, NM US",3/20/1983,37,18,18
USC00295084,"LOS ALAMOS, NM US",3/21/1983,40,14,25
USC00295084,"LOS ALAMOS, NM US",3/22/1983,40,19,24
USC00295084,"LOS ALAMOS, NM US",3/23/1983,43,23,25
USC00295084,"LOS ALAMOS, NM US",3/24/1983,43,20,26
USC00295084,"LOS ALAMOS, NM US",3/25/1983,39,20,26
USC00295084,"LOS ALAMOS, NM US",3/26/1983,41,24,26
USC00295084,"LOS ALAMOS, NM US",3/27/1983,44,20,30
USC00295084,"LOS ALAMOS, NM US",3/28/1983,50,27,35
USC00295084,"LOS ALAMOS, NM US",3/29/1983,49,32,33
USC00295084,"LOS ALAMOS, NM US",3/30/1983,62,26,37
USC00295084,"LOS ALAMOS, NM US",3/31/1983,63,36,32
USC00295084,"LOS ALAMOS, NM US",4/1/1983,46,30,28
USC00295084,"LOS ALAMOS, NM US",4/2/1983,55,21,40
USC00295084,"LOS ALAMOS, NM US",4/3/1983,44,24,24
USC00295084,"LOS ALAMOS, NM US",4/4/1983,26,10,10
USC00295084,"LOS ALAMOS, NM US",4/5/1983,35,8,16
USC00295084,"LOS ALAMOS, NM US",4/6/1983,32,15,20
USC00295084,"LOS ALAMOS, NM US",4/7/1983,36,18,22
USC00295084,"LOS ALAMOS, NM US",4/8/1983,40,17,30
USC00295084,"LOS ALAMOS, NM US",4/9/1983,50,22,38
USC00295084,"LOS ALAMOS, NM US",4/10/1983,57,32,36
USC00295084,"LOS ALAMOS, NM US",4/11/1983,49,35,33
USC00295084,"LOS ALAMOS, NM US",4/12/1983,46,23,23
USC00295084,"LOS ALAMOS, NM US",4/13/1983,37,21,27
USC00295084,"LOS ALAMOS, NM US",4/14/1983,40,21,27
USC00295084,"LOS ALAMOS, NM US",4/15/1983,46,21,30
USC00295084,"LOS ALAMOS, NM US",4/16/1983,58,29,36
USC00295084,"LOS ALAMOS, NM US",4/17/1983,64,28,38
USC00295084,"LOS ALAMOS, NM US",4/18/1983,66,33,42
USC00295084,"LOS ALAMOS, NM US",4/19/1983,64,35,38
USC00295084,"LOS ALAMOS, NM US",4/20/1983,63,35,39
USC00295084,"LOS ALAMOS, NM US",4/21/1983,57,33,35
USC00295084,"LOS ALAMOS, NM US",4/22/1983,54,30,40
USC00295084,"LOS ALAMOS, NM US",4/23/1983,60,31,40
USC00295084,"LOS ALAMOS, NM US",4/24/1983,68,33,52
USC00295084,"LOS ALAMOS, NM US",4/25/1983,70,40,46
USC00295084,"LOS ALAMOS, NM US",4/26/1983,64,36,48
USC00295084,"LOS ALAMOS, NM US",4/27/1983,63,39,48
USC00295084,"LOS ALAMOS, NM US",4/28/1983,66,38,48
USC00295084,"LOS ALAMOS, NM US",4/29/1983,67,44,46
USC00295084,"LOS ALAMOS, NM US",4/30/1983,62,34,34
USC00295084,"LOS ALAMOS, NM US",5/1/1983,56,32,34
USC00295084,"LOS ALAMOS, NM US",5/2/1983,49,27,31
USC00295084,"LOS ALAMOS, NM US",5/3/1983,60,30,42
USC00295084,"LOS ALAMOS, NM US",5/4/1983,68,36,43
USC00295084,"LOS ALAMOS, NM US",5/5/1983,68,43,48
USC00295084,"LOS ALAMOS, NM US",5/6/1983,60,42,36
USC00295084,"LOS ALAMOS, NM US",5/7/1983,66,31,42
USC00295084,"LOS ALAMOS, NM US",5/8/1983,71,37,46
USC00295084,"LOS ALAMOS, NM US",5/9/1983,72,42,50
USC00295084,"LOS ALAMOS, NM US",5/10/1983,69,42,52
USC00295084,"LOS ALAMOS, NM US",5/11/1983,71,40,40
USC00295084,"LOS ALAMOS, NM US",5/12/1983,62,31,40
USC00295084,"LOS ALAMOS, NM US",5/13/1983,65,36,45
USC00295084,"LOS ALAMOS, NM US",5/14/1983,51,32,35
USC00295084,"LOS ALAMOS, NM US",5/15/1983,58,30,36
USC00295084,"LOS ALAMOS, NM US",5/16/1983,64,34,36
USC00295084,"LOS ALAMOS, NM US",5/17/1983,51,30,38
USC00295084,"LOS ALAMOS, NM US",5/18/1983,62,28,40
USC00295084,"LOS ALAMOS, NM US",5/19/1983,59,35,38
USC00295084,"LOS ALAMOS, NM US",5/20/1983,49,32,32
USC00295084,"LOS ALAMOS, NM US",5/21/1983,67,31,46
USC00295084,"LOS ALAMOS, NM US",5/22/1983,68,42,44
USC00295084,"LOS ALAMOS, NM US",5/23/1983,70,38,52
USC00295084,"LOS ALAMOS, NM US",5/24/1983,79,44,60
USC00295084,"LOS ALAMOS, NM US",5/25/1983,75,48,57
USC00295084,"LOS ALAMOS, NM US",5/26/1983,68,48,50
USC00295084,"LOS ALAMOS, NM US",5/27/1983,79,46,50
USC00295084,"LOS ALAMOS, NM US",5/28/1983,77,45,48
USC00295084,"LOS ALAMOS, NM US",5/29/1983,67,41,50
USC00295084,"LOS ALAMOS, NM US",5/30/1983,74,36,36
USC00295084,"LOS ALAMOS, NM US",5/31/1983,55,36,39
USC00295084,"LOS ALAMOS, NM US",6/1/1983,70,38,53
USC00295084,"LOS ALAMOS, NM US",6/2/1983,70,41,52
USC00295084,"LOS ALAMOS, NM US",6/3/1983,73,48,50
USC00295084,"LOS ALAMOS, NM US",6/4/1983,76,48,52
USC00295084,"LOS ALAMOS, NM US",6/5/1983,73,44,48
USC00295084,"LOS ALAMOS, NM US",6/6/1983,63,42,44
USC00295084,"LOS ALAMOS, NM US",6/7/1983,72,43,54
USC00295084,"LOS ALAMOS, NM US",6/8/1983,72,47,51
USC00295084,"LOS ALAMOS, NM US",6/9/1983,74,49,50
USC00295084,"LOS ALAMOS, NM US",6/10/1983,75,46,52
USC00295084,"LOS ALAMOS, NM US",6/11/1983,81,52,64
USC00295084,"LOS ALAMOS, NM US",6/12/1983,74,47,47
USC00295084,"LOS ALAMOS, NM US",6/13/1983,65,38,47
USC00295084,"LOS ALAMOS, NM US",6/14/1983,68,38,50
USC00295084,"LOS ALAMOS, NM US",6/15/1983,78,44,50
USC00295084,"LOS ALAMOS, NM US",6/16/1983,77,49,60
USC00295084,"LOS ALAMOS, NM US",6/17/1983,83,51,65
USC00295084,"LOS ALAMOS, NM US",6/18/1983,90,55,68
USC00295084,"LOS ALAMOS, NM US",6/19/1983,88,56,66
USC00295084,"LOS ALAMOS, NM US",6/20/1983,87,57,60
USC00295084,"LOS ALAMOS, NM US",6/21/1983,88,55,65
USC00295084,"LOS ALAMOS, NM US",6/22/1983,88,58,63
USC00295084,"LOS ALAMOS, NM US",6/23/1983,83,54,54
USC00295084,"LOS ALAMOS, NM US",6/24/1983,75,53,55
USC00295084,"LOS ALAMOS, NM US",6/25/1983,67,48,49
USC00295084,"LOS ALAMOS, NM US",6/26/1983,72,48,51
USC00295084,"LOS ALAMOS, NM US",6/27/1983,72,48,49
USC00295084,"LOS ALAMOS, NM US",6/28/1983,79,46,54
USC00295084,"LOS ALAMOS, NM US",6/29/1983,83,50,52
USC00295084,"LOS ALAMOS, NM US",6/30/1983,85,57,62
USC00295084,"LOS ALAMOS, NM US",7/1/1983,84,58,66
USC00295084,"LOS ALAMOS, NM US",7/2/1983,84,59,65
USC00295084,"LOS ALAMOS, NM US",7/3/1983,84,56,58
USC00295084,"LOS ALAMOS, NM US",7/4/1983,85,56,58
USC00295084,"LOS ALAMOS, NM US",7/5/1983,84,54,61
USC00295084,"LOS ALAMOS, NM US",7/6/1983,87,55,60
USC00295084,"LOS ALAMOS, NM US",7/7/1983,88,54,59
USC00295084,"LOS ALAMOS, NM US",7/8/1983,87,55,62
USC00295084,"LOS ALAMOS, NM US",7/9/1983,88,54,64
USC00295084,"LOS ALAMOS, NM US",7/10/1983,86,52,54
USC00295084,"LOS ALAMOS, NM US",7/11/1983,79,50,50
USC00295084,"LOS ALAMOS, NM US",7/12/1983,70,52,53
USC00295084,"LOS ALAMOS, NM US",7/13/1983,78,49,52
USC00295084,"LOS ALAMOS, NM US",7/14/1983,80,47,58
USC00295084,"LOS ALAMOS, NM US",7/15/1983,83,50,68
USC00295084,"LOS ALAMOS, NM US",7/16/1983,86,61,62
USC00295084,"LOS ALAMOS, NM US",7/17/1983,87,54,54
USC00295084,"LOS ALAMOS, NM US",7/18/1983,85,56,62
USC00295084,"LOS ALAMOS, NM US",7/19/1983,85,54,60
USC00295084,"LOS ALAMOS, NM US",7/20/1983,83,54,58
USC00295084,"LOS ALAMOS, NM US",7/21/1983,86,56,63
USC00295084,"LOS ALAMOS, NM US",7/22/1983,84,56,62
USC00295084,"LOS ALAMOS, NM US",7/23/1983,82,57,60
USC00295084,"LOS ALAMOS, NM US",7/24/1983,78,54,56
USC00295084,"LOS ALAMOS, NM US",7/25/1983,78,53,53
USC00295084,"LOS ALAMOS, NM US",7/26/1983,75,51,54
USC00295084,"LOS ALAMOS, NM US",7/27/1983,74,52,56
USC00295084,"LOS ALAMOS, NM US",7/28/1983,81,51,65
USC00295084,"LOS ALAMOS, NM US",7/29/1983,83,58,58
USC00295084,"LOS ALAMOS, NM US",7/30/1983,79,57,62
